Champion,Talent,Card,Card Level,Winrate,Match Count,Confidence Interval -,Confidence Interval +
Moji,Boom Boom,Scoot,5,42%,521,36%,47%
Moji,Boom Boom,Boop,5,48%,88,35%,62%
Moji,Boom Boom,Wobbles,5,47%,53,30%,63%
Moji,Boom Boom,Nature's Blessing,5,42%,96,30%,55%
Moji,Boom Boom,Glimmer,5,42%,70,28%,57%
Moji,Boom Boom,Will-o-the-Wisp,5,35%,37,16%,53%
Moji,Boom Boom,Symbiotic,4,55%,629,50%,61%
Moji,Boom Boom,Cozy,4,53%,"1,483",49%,56%
Moji,Boom Boom,Peppy,4,53%,993,49%,57%
Moji,Boom Boom,Morning Breath,4,50%,"2,372",47%,52%
Moji,Boom Boom,Scurry,4,52%,548,46%,57%
Moji,Boom Boom,Fluffy,4,52%,484,46%,57%
Moji,Boom Boom,Greater Good,4,48%,"3,072",46%,50%
Moji,Boom Boom,Shimmering,4,50%,592,45%,55%
Moji,Boom Boom,Dense Woods,4,51%,155,41%,61%
Moji,Boom Boom,Scoot,4,47%,244,39%,55%
Moji,Boom Boom,Wobbles,4,44%,345,37%,51%
Moji,Boom Boom,Harmonious,4,44%,272,36%,52%
Moji,Boom Boom,Will-o-the-Wisp,4,46%,106,34%,58%
Moji,Boom Boom,Boop,4,47%,63,32%,63%
Moji,Boom Boom,Nature's Blessing,4,43%,71,29%,58%
Moji,Boom Boom,Glimmer,4,41%,62,26%,57%
Moji,Boom Boom,Harmonious,3,53%,709,48%,57%
Moji,Boom Boom,Fluffy,3,52%,"1,047",48%,56%
Moji,Boom Boom,Cozy,3,51%,"1,695",48%,54%
Moji,Boom Boom,Scurry,3,51%,"1,245",47%,54%
Moji,Boom Boom,Morning Breath,3,52%,394,46%,59%
Moji,Boom Boom,Peppy,3,48%,"3,332",46%,50%
Moji,Boom Boom,Symbiotic,3,50%,613,45%,55%
Moji,Boom Boom,Nature's Blessing,3,51%,260,44%,59%
Moji,Boom Boom,Greater Good,3,49%,747,44%,54%
Moji,Boom Boom,Glimmer,3,50%,391,43%,56%
Moji,Boom Boom,Boop,3,51%,182,42%,61%
Moji,Boom Boom,Scoot,3,49%,345,42%,56%
Moji,Boom Boom,Shimmering,3,45%,837,41%,50%
Moji,Boom Boom,Will-o-the-Wisp,3,48%,213,40%,57%
Moji,Boom Boom,Dense Woods,3,45%,361,39%,52%
Moji,Boom Boom,Wobbles,3,45%,296,37%,52%
Moji,Boom Boom,Morning Breath,2,55%,563,49%,60%
Moji,Boom Boom,Fluffy,2,54%,681,49%,59%
Moji,Boom Boom,Peppy,2,52%,"1,675",49%,55%
Moji,Boom Boom,Cozy,2,51%,651,46%,56%
Moji,Boom Boom,Dense Woods,2,48%,"2,586",46%,51%
Moji,Boom Boom,Symbiotic,2,52%,389,45%,58%
Moji,Boom Boom,Greater Good,2,51%,505,45%,56%
Moji,Boom Boom,Scoot,2,51%,345,45%,58%
Moji,Boom Boom,Shimmering,2,50%,631,44%,55%
Moji,Boom Boom,Scurry,2,48%,"1,352",44%,51%
Moji,Boom Boom,Nature's Blessing,2,47%,"2,046",44%,50%
Moji,Boom Boom,Harmonious,2,49%,331,42%,56%
Moji,Boom Boom,Will-o-the-Wisp,2,49%,252,41%,57%
Moji,Boom Boom,Glimmer,2,48%,177,39%,58%
Moji,Boom Boom,Wobbles,2,46%,327,39%,53%
Moji,Boom Boom,Boop,2,46%,242,38%,54%
Moji,Boom Boom,Peppy,1,54%,"1,317",50%,57%
Moji,Boom Boom,Will-o-the-Wisp,1,54%,465,48%,60%
Moji,Boom Boom,Dense Woods,1,53%,513,48%,59%
Moji,Boom Boom,Harmonious,1,52%,520,47%,58%
Moji,Boom Boom,Morning Breath,1,52%,356,46%,59%
Moji,Boom Boom,Greater Good,1,52%,346,46%,59%
Moji,Boom Boom,Cozy,1,51%,693,46%,55%
Moji,Boom Boom,Fluffy,1,49%,"1,421",46%,53%
Moji,Boom Boom,Symbiotic,1,50%,908,45%,54%
Moji,Boom Boom,Glimmer,1,50%,557,44%,55%
Moji,Boom Boom,Shimmering,1,50%,373,44%,57%
Moji,Boom Boom,Nature's Blessing,1,50%,310,43%,57%
Moji,Boom Boom,Wobbles,1,48%,486,43%,54%
Moji,Boom Boom,Scurry,1,47%,659,42%,52%
Moji,Boom Boom,Boop,1,48%,247,40%,57%
Moji,Boom Boom,Scoot,1,44%,318,37%,51%
Moji,Snack Attack,Harmonious,5,62%,62,47%,77%
Moji,Snack Attack,Symbiotic,5,49%,820,44%,53%
Moji,Snack Attack,Shimmering,5,53%,130,42%,64%
Moji,Snack Attack,Greater Good,5,48%,324,41%,55%
Moji,Snack Attack,Peppy,5,47%,217,39%,56%
Moji,Snack Attack,Cozy,5,46%,218,37%,54%
Moji,Snack Attack,Fluffy,5,43%,87,30%,56%
Moji,Snack Attack,Scurry,5,43%,85,30%,56%
Moji,Snack Attack,Glimmer,5,58%,12,28%,87%
Moji,Snack Attack,Scoot,5,37%,155,27%,47%
Moji,Snack Attack,Nature's Blessing,5,44%,38,25%,63%
Moji,Snack Attack,Boop,5,40%,62,25%,55%
Moji,Snack Attack,Morning Breath,5,47%,19,21%,72%
Moji,Snack Attack,Wobbles,5,42%,7,8%,77%
Moji,Snack Attack,Dense Woods,5,33%,9,1%,64%
Moji,Snack Attack,Will-o-the-Wisp,5,25%,12,0%,52%
Moji,Snack Attack,Scurry,4,61%,149,50%,71%
Moji,Snack Attack,Morning Breath,4,53%,125,42%,64%
Moji,Snack Attack,Cozy,4,50%,254,42%,57%
Moji,Snack Attack,Scoot,4,57%,49,40%,74%
Moji,Snack Attack,Greater Good,4,46%,347,39%,53%
Moji,Snack Attack,Harmonious,4,55%,49,37%,72%
Moji,Snack Attack,Shimmering,4,44%,213,35%,53%
Moji,Snack Attack,Wobbles,4,43%,192,34%,52%
Moji,Snack Attack,Fluffy,4,43%,172,33%,52%
Moji,Snack Attack,Symbiotic,4,43%,162,33%,53%
Moji,Snack Attack,Peppy,4,43%,108,31%,55%
Moji,Snack Attack,Nature's Blessing,4,60%,10,28%,91%
Moji,Snack Attack,Boop,4,55%,9,23%,88%
Moji,Snack Attack,Will-o-the-Wisp,4,45%,11,14%,76%
Moji,Snack Attack,Dense Woods,4,28%,14,2%,55%
Moji,Snack Attack,Glimmer,4,28%,7,0%,61%
Moji,Snack Attack,Fluffy,3,50%,733,45%,55%
Moji,Snack Attack,Morning Breath,3,56%,107,44%,68%
Moji,Snack Attack,Symbiotic,3,53%,205,44%,62%
Moji,Snack Attack,Cozy,3,48%,861,44%,53%
Moji,Snack Attack,Harmonious,3,53%,107,41%,65%
Moji,Snack Attack,Boop,3,56%,57,40%,72%
Moji,Snack Attack,Scurry,3,47%,261,39%,54%
Moji,Snack Attack,Peppy,3,43%,372,37%,50%
Moji,Snack Attack,Dense Woods,3,48%,116,36%,59%
Moji,Snack Attack,Greater Good,3,48%,109,36%,60%
Moji,Snack Attack,Shimmering,3,42%,210,33%,51%
Moji,Snack Attack,Wobbles,3,44%,72,30%,58%
Moji,Snack Attack,Scoot,3,43%,46,25%,61%
Moji,Snack Attack,Glimmer,3,38%,73,24%,52%
Moji,Snack Attack,Nature's Blessing,3,37%,35,17%,56%
Moji,Snack Attack,Will-o-the-Wisp,3,36%,36,17%,55%
Moji,Snack Attack,Peppy,2,48%,869,44%,52%
Moji,Snack Attack,Wobbles,2,56%,72,42%,71%
Moji,Snack Attack,Fluffy,2,54%,102,42%,67%
Moji,Snack Attack,Shimmering,2,52%,165,42%,62%
Moji,Snack Attack,Scurry,2,46%,931,41%,50%
Moji,Snack Attack,Harmonious,2,55%,47,37%,72%
Moji,Snack Attack,Greater Good,2,50%,78,36%,63%
Moji,Snack Attack,Symbiotic,2,45%,90,32%,58%
Moji,Snack Attack,Cozy,2,44%,104,32%,56%
Moji,Snack Attack,Glimmer,2,48%,47,31%,66%
Moji,Snack Attack,Nature's Blessing,2,42%,107,31%,54%
Moji,Snack Attack,Dense Woods,2,41%,147,31%,51%
Moji,Snack Attack,Morning Breath,2,43%,73,29%,58%
Moji,Snack Attack,Scoot,2,41%,73,26%,55%
Moji,Snack Attack,Will-o-the-Wisp,2,38%,50,21%,54%
Moji,Snack Attack,Boop,2,38%,34,18%,57%
Moji,Snack Attack,Dense Woods,1,59%,151,49%,69%
Moji,Snack Attack,Cozy,1,52%,144,41%,62%
Moji,Snack Attack,Peppy,1,50%,163,41%,60%
Moji,Snack Attack,Nature's Blessing,1,54%,66,39%,69%
Moji,Snack Attack,Fluffy,1,44%,289,37%,52%
Moji,Snack Attack,Symbiotic,1,52%,61,36%,68%
Moji,Snack Attack,Scurry,1,46%,145,35%,56%
Moji,Snack Attack,Harmonious,1,45%,137,35%,56%
Moji,Snack Attack,Wobbles,1,47%,99,34%,59%
Moji,Snack Attack,Shimmering,1,45%,141,34%,55%
Moji,Snack Attack,Boop,1,46%,75,32%,60%
Moji,Snack Attack,Morning Breath,1,45%,94,32%,58%
Moji,Snack Attack,Glimmer,1,47%,46,30%,65%
Moji,Snack Attack,Will-o-the-Wisp,1,47%,23,24%,71%
Moji,Snack Attack,Scoot,1,37%,24,14%,60%
Moji,Snack Attack,Greater Good,1,25%,40,8%,41%
Moji,Toot,Morning Breath,5,60%,283,53%,68%
Moji,Toot,Symbiotic,5,54%,"1,799",51%,57%
Moji,Toot,Cozy,5,54%,"1,373",51%,58%
Moji,Toot,Greater Good,5,53%,"1,160",49%,57%
Moji,Toot,Fluffy,5,56%,260,48%,63%
Moji,Toot,Scoot,5,51%,"1,674",48%,54%
Moji,Toot,Scurry,5,52%,641,47%,57%
Moji,Toot,Shimmering,5,52%,324,45%,59%
Moji,Toot,Peppy,5,51%,271,43%,59%
Moji,Toot,Harmonious,5,52%,131,41%,63%
Moji,Toot,Wobbles,5,49%,77,35%,63%
Moji,Toot,Boop,5,49%,69,34%,64%
Moji,Toot,Glimmer,5,48%,78,34%,62%
Moji,Toot,Dense Woods,5,56%,23,33%,80%
Moji,Toot,Nature's Blessing,5,50%,30,28%,71%
Moji,Toot,Will-o-the-Wisp,5,38%,13,9%,67%
Moji,Toot,Greater Good,4,58%,897,54%,62%
Moji,Toot,Symbiotic,4,57%,802,52%,61%
Moji,Toot,Morning Breath,4,56%,238,48%,64%
Moji,Toot,Cozy,4,53%,693,48%,58%
Moji,Toot,Peppy,4,53%,601,47%,58%
Moji,Toot,Scurry,4,52%,539,47%,58%
Moji,Toot,Wobbles,4,48%,830,44%,53%
Moji,Toot,Shimmering,4,50%,319,43%,57%
Moji,Toot,Fluffy,4,50%,302,43%,57%
Moji,Toot,Scoot,4,47%,286,39%,54%
Moji,Toot,Harmonious,4,49%,123,38%,60%
Moji,Toot,Glimmer,4,52%,53,36%,69%
Moji,Toot,Boop,4,47%,42,29%,66%
Moji,Toot,Dense Woods,4,47%,38,28%,66%
Moji,Toot,Nature's Blessing,4,60%,5,22%,97%
Moji,Toot,Will-o-the-Wisp,4,35%,54,19%,51%
Moji,Toot,Cozy,3,55%,854,51%,60%
Moji,Toot,Symbiotic,3,54%,537,49%,60%
Moji,Toot,Boop,3,56%,224,48%,65%
Moji,Toot,Glimmer,3,53%,707,48%,58%
Moji,Toot,Scurry,3,51%,847,46%,55%
Moji,Toot,Peppy,3,51%,832,46%,55%
Moji,Toot,Shimmering,3,50%,"1,099",46%,54%
Moji,Toot,Fluffy,3,51%,519,45%,57%
Moji,Toot,Morning Breath,3,58%,79,44%,71%
Moji,Toot,Greater Good,3,51%,358,44%,58%
Moji,Toot,Harmonious,3,51%,292,44%,59%
Moji,Toot,Scoot,3,50%,340,43%,57%
Moji,Toot,Dense Woods,3,53%,113,41%,64%
Moji,Toot,Wobbles,3,47%,223,39%,56%
Moji,Toot,Nature's Blessing,3,45%,103,33%,57%
Moji,Toot,Will-o-the-Wisp,3,48%,43,30%,67%
Moji,Toot,Peppy,2,55%,797,50%,59%
Moji,Toot,Dense Woods,2,57%,235,49%,65%
Moji,Toot,Symbiotic,2,55%,398,49%,61%
Moji,Toot,Fluffy,2,54%,514,48%,60%
Moji,Toot,Nature's Blessing,2,58%,125,47%,69%
Moji,Toot,Scoot,2,57%,154,47%,67%
Moji,Toot,Scurry,2,50%,"1,619",47%,53%
Moji,Toot,Wobbles,2,53%,188,43%,62%
Moji,Toot,Harmonious,2,53%,128,42%,64%
Moji,Toot,Cozy,2,48%,349,41%,55%
Moji,Toot,Shimmering,2,48%,257,40%,56%
Moji,Toot,Boop,2,52%,85,39%,66%
Moji,Toot,Greater Good,2,47%,191,38%,56%
Moji,Toot,Morning Breath,2,49%,120,37%,60%
Moji,Toot,Will-o-the-Wisp,2,47%,69,33%,62%
Moji,Toot,Glimmer,2,34%,81,21%,47%
Moji,Toot,Shimmering,1,56%,489,51%,62%
Moji,Toot,Peppy,1,54%,"1,925",51%,57%
Moji,Toot,Fluffy,1,53%,"2,414",50%,56%
Moji,Toot,Glimmer,1,56%,300,48%,63%
Moji,Toot,Scurry,1,54%,481,48%,60%
Moji,Toot,Cozy,1,54%,439,48%,60%
Moji,Toot,Morning Breath,1,56%,189,47%,65%
Moji,Toot,Symbiotic,1,52%,327,45%,59%
Moji,Toot,Dense Woods,1,51%,442,45%,57%
Moji,Toot,Wobbles,1,51%,373,45%,58%
Moji,Toot,Scoot,1,55%,140,44%,65%
Moji,Toot,Harmonious,1,51%,297,44%,58%
Moji,Toot,Nature's Blessing,1,53%,144,43%,63%
Moji,Toot,Greater Good,1,52%,195,43%,61%
Moji,Toot,Boop,1,50%,246,41%,58%
Moji,Toot,Will-o-the-Wisp,1,49%,61,33%,64%
Octavia,Asymmetric Warfare,Dominant Dome,5,47%,692,43%,52%
Octavia,Asymmetric Warfare,Entrenched,5,49%,234,41%,57%
Octavia,Asymmetric Warfare,Air Supremacy,5,54%,51,38%,71%
Octavia,Asymmetric Warfare,Priority Requisition,5,44%,479,38%,50%
Octavia,Asymmetric Warfare,Vicious Circle,5,46%,208,37%,55%
Octavia,Asymmetric Warfare,New Boots,5,44%,228,36%,53%
Octavia,Asymmetric Warfare,Vantage Point,5,51%,37,31%,70%
Octavia,Asymmetric Warfare,Overwhelming Force,5,42%,118,30%,53%
Octavia,Asymmetric Warfare,Determined Defense,5,39%,144,29%,49%
Octavia,Asymmetric Warfare,Snap To It,5,39%,108,28%,51%
Octavia,Asymmetric Warfare,High Ground,5,52%,19,27%,78%
Octavia,Asymmetric Warfare,Interdiction,5,34%,198,26%,43%
Octavia,Asymmetric Warfare,Fire and Maneuver,5,40%,40,21%,58%
Octavia,Asymmetric Warfare,Getting Jumpy,5,36%,33,16%,56%
Octavia,Asymmetric Warfare,Clean Shots,5,39%,23,15%,62%
Octavia,Asymmetric Warfare,Tactical Fire,5,18%,11,0%,44%
Octavia,Asymmetric Warfare,Dominant Dome,4,52%,407,46%,58%
Octavia,Asymmetric Warfare,Priority Requisition,4,46%,"1,199",42%,49%
Octavia,Asymmetric Warfare,Interdiction,4,50%,170,40%,60%
Octavia,Asymmetric Warfare,Vicious Circle,4,45%,915,40%,49%
Octavia,Asymmetric Warfare,Determined Defense,4,50%,113,38%,62%
Octavia,Asymmetric Warfare,Snap To It,4,50%,94,37%,62%
Octavia,Asymmetric Warfare,Entrenched,4,45%,187,36%,55%
Octavia,Asymmetric Warfare,New Boots,4,39%,166,30%,49%
Octavia,Asymmetric Warfare,Air Supremacy,4,41%,105,29%,53%
Octavia,Asymmetric Warfare,Vantage Point,4,38%,120,27%,49%
Octavia,Asymmetric Warfare,Overwhelming Force,4,43%,44,25%,61%
Octavia,Asymmetric Warfare,High Ground,4,42%,52,25%,58%
Octavia,Asymmetric Warfare,Getting Jumpy,4,40%,55,23%,56%
Octavia,Asymmetric Warfare,Fire and Maneuver,4,40%,15,12%,67%
Octavia,Asymmetric Warfare,Tactical Fire,4,36%,11,6%,66%
Octavia,Asymmetric Warfare,Clean Shots,4,10%,10,0%,34%
Octavia,Asymmetric Warfare,Snap To It,3,52%,204,43%,61%
Octavia,Asymmetric Warfare,Priority Requisition,3,51%,218,42%,59%
Octavia,Asymmetric Warfare,Vicious Circle,3,47%,219,39%,56%
Octavia,Asymmetric Warfare,Interdiction,3,46%,347,39%,52%
Octavia,Asymmetric Warfare,Dominant Dome,3,42%,"1,025",38%,46%
Octavia,Asymmetric Warfare,Getting Jumpy,3,41%,320,34%,48%
Octavia,Asymmetric Warfare,High Ground,3,44%,104,32%,56%
Octavia,Asymmetric Warfare,Determined Defense,3,41%,207,32%,49%
Octavia,Asymmetric Warfare,Clean Shots,3,42%,126,31%,53%
Octavia,Asymmetric Warfare,Entrenched,3,40%,184,31%,49%
Octavia,Asymmetric Warfare,Air Supremacy,3,41%,78,27%,54%
Octavia,Asymmetric Warfare,Overwhelming Force,3,37%,158,27%,47%
Octavia,Asymmetric Warfare,New Boots,3,37%,153,27%,47%
Octavia,Asymmetric Warfare,Vantage Point,3,37%,85,24%,50%
Octavia,Asymmetric Warfare,Fire and Maneuver,3,43%,30,22%,64%
Octavia,Asymmetric Warfare,Tactical Fire,3,35%,51,18%,51%
Octavia,Asymmetric Warfare,Interdiction,2,44%,"1,020",40%,48%
Octavia,Asymmetric Warfare,Priority Requisition,2,49%,173,39%,58%
Octavia,Asymmetric Warfare,Entrenched,2,42%,793,38%,47%
Octavia,Asymmetric Warfare,Snap To It,2,45%,242,37%,54%
Octavia,Asymmetric Warfare,High Ground,2,46%,145,35%,56%
Octavia,Asymmetric Warfare,New Boots,2,43%,192,34%,52%
Octavia,Asymmetric Warfare,Determined Defense,2,43%,160,33%,53%
Octavia,Asymmetric Warfare,Getting Jumpy,2,42%,161,33%,52%
Octavia,Asymmetric Warfare,Vantage Point,2,46%,77,32%,60%
Octavia,Asymmetric Warfare,Dominant Dome,2,42%,158,32%,52%
Octavia,Asymmetric Warfare,Vicious Circle,2,41%,137,31%,52%
Octavia,Asymmetric Warfare,Tactical Fire,2,40%,103,28%,52%
Octavia,Asymmetric Warfare,Overwhelming Force,2,40%,81,27%,54%
Octavia,Asymmetric Warfare,Fire and Maneuver,2,47%,34,26%,67%
Octavia,Asymmetric Warfare,Clean Shots,2,35%,67,21%,50%
Octavia,Asymmetric Warfare,Air Supremacy,2,32%,58,17%,47%
Octavia,Asymmetric Warfare,Getting Jumpy,1,49%,255,41%,57%
Octavia,Asymmetric Warfare,Determined Defense,1,49%,251,41%,57%
Octavia,Asymmetric Warfare,Snap To It,1,49%,243,41%,57%
Octavia,Asymmetric Warfare,Vicious Circle,1,53%,89,40%,67%
Octavia,Asymmetric Warfare,Interdiction,1,46%,511,40%,52%
Octavia,Asymmetric Warfare,Vantage Point,1,50%,110,38%,61%
Octavia,Asymmetric Warfare,Clean Shots,1,48%,171,38%,58%
Octavia,Asymmetric Warfare,Entrenched,1,48%,115,37%,60%
Octavia,Asymmetric Warfare,High Ground,1,45%,170,36%,55%
Octavia,Asymmetric Warfare,New Boots,1,43%,323,36%,50%
Octavia,Asymmetric Warfare,Overwhelming Force,1,43%,89,30%,56%
Octavia,Asymmetric Warfare,Dominant Dome,1,45%,57,29%,61%
Octavia,Asymmetric Warfare,Fire and Maneuver,1,39%,110,27%,50%
Octavia,Asymmetric Warfare,Priority Requisition,1,36%,55,20%,52%
Octavia,Asymmetric Warfare,Air Supremacy,1,29%,77,16%,42%
Octavia,Asymmetric Warfare,Tactical Fire,1,35%,28,14%,56%
Octavia,Asymmetric Warfare,,0,100%,5,71%,100%
Octavia,Display of Force,Getting Jumpy,5,55%,103,43%,67%
Octavia,Display of Force,New Boots,5,45%,"1,741",42%,49%
Octavia,Display of Force,Overwhelming Force,5,42%,"1,385",38%,45%
Octavia,Display of Force,Fire and Maneuver,5,39%,"1,088",35%,42%
Octavia,Display of Force,Snap To It,5,43%,237,34%,51%
Octavia,Display of Force,Interdiction,5,41%,281,34%,49%
Octavia,Display of Force,Entrenched,5,43%,153,33%,53%
Octavia,Display of Force,Determined Defense,5,42%,190,33%,51%
Octavia,Display of Force,Air Supremacy,5,40%,347,33%,47%
Octavia,Display of Force,Dominant Dome,5,37%,58,22%,53%
Octavia,Display of Force,High Ground,5,37%,45,20%,55%
Octavia,Display of Force,Clean Shots,5,33%,74,20%,47%
Octavia,Display of Force,Vicious Circle,5,38%,39,19%,57%
Octavia,Display of Force,Priority Requisition,5,27%,66,13%,40%
Octavia,Display of Force,Tactical Fire,5,26%,30,7%,45%
Octavia,Display of Force,Vantage Point,5,24%,25,3%,44%
Octavia,Display of Force,Snap To It,4,43%,477,37%,49%
Octavia,Display of Force,Air Supremacy,4,42%,513,36%,47%
Octavia,Display of Force,Overwhelming Force,4,41%,302,34%,48%
Octavia,Display of Force,Interdiction,4,40%,427,34%,47%
Octavia,Display of Force,New Boots,4,39%,508,33%,44%
Octavia,Display of Force,Getting Jumpy,4,42%,170,32%,51%
Octavia,Display of Force,Vantage Point,4,39%,223,31%,47%
Octavia,Display of Force,Determined Defense,4,38%,329,31%,45%
Octavia,Display of Force,Priority Requisition,4,38%,294,30%,45%
Octavia,Display of Force,Clean Shots,4,50%,32,29%,70%
Octavia,Display of Force,Entrenched,4,38%,209,29%,46%
Octavia,Display of Force,Fire and Maneuver,4,47%,36,27%,66%
Octavia,Display of Force,High Ground,4,42%,59,26%,58%
Octavia,Display of Force,Vicious Circle,4,35%,210,26%,43%
Octavia,Display of Force,Dominant Dome,4,38%,84,24%,51%
Octavia,Display of Force,Tactical Fire,4,41%,17,14%,67%
Octavia,Display of Force,Snap To It,3,46%,608,41%,51%
Octavia,Display of Force,Getting Jumpy,3,42%,"1,111",38%,46%
Octavia,Display of Force,Interdiction,3,41%,"1,037",37%,45%
Octavia,Display of Force,Determined Defense,3,42%,443,36%,48%
Octavia,Display of Force,Overwhelming Force,3,39%,"1,451",36%,43%
Octavia,Display of Force,Clean Shots,3,38%,"1,278",35%,42%
Octavia,Display of Force,High Ground,3,44%,140,33%,54%
Octavia,Display of Force,New Boots,3,39%,452,33%,45%
Octavia,Display of Force,Fire and Maneuver,3,42%,163,32%,52%
Octavia,Display of Force,Air Supremacy,3,40%,294,32%,47%
Octavia,Display of Force,Priority Requisition,3,43%,95,30%,55%
Octavia,Display of Force,Dominant Dome,3,37%,351,30%,43%
Octavia,Display of Force,Entrenched,3,37%,161,28%,47%
Octavia,Display of Force,Vicious Circle,3,41%,73,26%,55%
Octavia,Display of Force,Tactical Fire,3,37%,102,25%,49%
Octavia,Display of Force,Vantage Point,3,32%,76,19%,46%
Octavia,Display of Force,Interdiction,2,42%,899,38%,47%
Octavia,Display of Force,Determined Defense,2,42%,560,37%,47%
Octavia,Display of Force,Snap To It,2,41%,"1,624",37%,44%
Octavia,Display of Force,Overwhelming Force,2,46%,177,36%,55%
Octavia,Display of Force,Clean Shots,2,44%,262,36%,52%
Octavia,Display of Force,High Ground,2,43%,266,35%,50%
Octavia,Display of Force,Tactical Fire,2,39%,"1,194",35%,43%
Octavia,Display of Force,New Boots,2,41%,351,34%,48%
Octavia,Display of Force,Vicious Circle,2,48%,64,33%,63%
Octavia,Display of Force,Entrenched,2,40%,316,33%,47%
Octavia,Display of Force,Dominant Dome,2,44%,104,32%,56%
Octavia,Display of Force,Getting Jumpy,2,41%,208,32%,50%
Octavia,Display of Force,Air Supremacy,2,38%,227,30%,46%
Octavia,Display of Force,Fire and Maneuver,2,40%,103,28%,52%
Octavia,Display of Force,Vantage Point,2,42%,66,27%,57%
Octavia,Display of Force,Priority Requisition,2,35%,51,18%,51%
Octavia,Display of Force,Interdiction,1,43%,911,39%,47%
Octavia,Display of Force,New Boots,1,45%,282,37%,52%
Octavia,Display of Force,High Ground,1,42%,546,37%,48%
Octavia,Display of Force,Determined Defense,1,40%,683,36%,45%
Octavia,Display of Force,Clean Shots,1,42%,313,35%,49%
Octavia,Display of Force,Snap To It,1,41%,543,35%,46%
Octavia,Display of Force,Dominant Dome,1,43%,152,33%,53%
Octavia,Display of Force,Getting Jumpy,1,42%,240,33%,50%
Octavia,Display of Force,Entrenched,1,44%,113,32%,55%
Octavia,Display of Force,Tactical Fire,1,42%,145,31%,52%
Octavia,Display of Force,Air Supremacy,1,41%,159,31%,51%
Octavia,Display of Force,Priority Requisition,1,48%,41,30%,67%
Octavia,Display of Force,Vantage Point,1,45%,73,30%,59%
Octavia,Display of Force,Fire and Maneuver,1,40%,115,28%,51%
Octavia,Display of Force,Overwhelming Force,1,35%,210,27%,44%
Octavia,Display of Force,Vicious Circle,1,37%,45,20%,55%
Octavia,Hell or High Water,New Boots,5,46%,"1,038",42%,50%
Octavia,Hell or High Water,Determined Defense,5,48%,325,41%,55%
Octavia,Hell or High Water,Entrenched,5,47%,138,36%,57%
Octavia,Hell or High Water,Air Supremacy,5,40%,419,34%,46%
Octavia,Hell or High Water,Fire and Maneuver,5,40%,379,34%,47%
Octavia,Hell or High Water,Interdiction,5,40%,262,32%,48%
Octavia,Hell or High Water,Snap To It,5,40%,235,32%,49%
Octavia,Hell or High Water,Getting Jumpy,5,44%,84,30%,57%
Octavia,Hell or High Water,Vicious Circle,5,41%,96,29%,54%
Octavia,Hell or High Water,Overwhelming Force,5,38%,183,29%,47%
Octavia,Hell or High Water,High Ground,5,43%,65,27%,58%
Octavia,Hell or High Water,Priority Requisition,5,39%,78,26%,53%
Octavia,Hell or High Water,Vantage Point,5,36%,101,24%,48%
Octavia,Hell or High Water,Clean Shots,5,38%,50,21%,54%
Octavia,Hell or High Water,Dominant Dome,5,30%,63,15%,44%
Octavia,Hell or High Water,Tactical Fire,5,20%,20,0%,41%
Octavia,Hell or High Water,Getting Jumpy,4,50%,266,42%,57%
Octavia,Hell or High Water,New Boots,4,47%,471,41%,53%
Octavia,Hell or High Water,Snap To It,4,47%,402,40%,53%
Octavia,Hell or High Water,Air Supremacy,4,39%,"1,819",37%,42%
Octavia,Hell or High Water,Tactical Fire,4,64%,14,36%,91%
Octavia,Hell or High Water,Vantage Point,4,39%,"1,567",36%,42%
Octavia,Hell or High Water,Clean Shots,4,46%,113,34%,57%
Octavia,Hell or High Water,Vicious Circle,4,40%,460,34%,46%
Octavia,Hell or High Water,Priority Requisition,4,38%,532,33%,43%
Octavia,Hell or High Water,Fire and Maneuver,4,57%,21,32%,81%
Octavia,Hell or High Water,Determined Defense,4,40%,237,32%,48%
Octavia,Hell or High Water,High Ground,4,42%,139,31%,53%
Octavia,Hell or High Water,Entrenched,4,38%,193,29%,47%
Octavia,Hell or High Water,Interdiction,4,37%,201,29%,46%
Octavia,Hell or High Water,Dominant Dome,4,41%,56,25%,57%
Octavia,Hell or High Water,Overwhelming Force,4,36%,72,22%,50%
Octavia,Hell or High Water,Interdiction,3,46%,593,41%,51%
Octavia,Hell or High Water,Air Supremacy,3,46%,361,39%,53%
Octavia,Hell or High Water,Snap To It,3,45%,477,39%,51%
Octavia,Hell or High Water,Getting Jumpy,3,42%,"2,617",39%,44%
Octavia,Hell or High Water,Determined Defense,3,40%,"1,737",37%,43%
Octavia,Hell or High Water,Overwhelming Force,3,41%,518,35%,46%
Octavia,Hell or High Water,Clean Shots,3,41%,507,35%,46%
Octavia,Hell or High Water,Entrenched,3,44%,145,34%,55%
Octavia,Hell or High Water,High Ground,3,40%,227,32%,49%
Octavia,Hell or High Water,Dominant Dome,3,38%,515,32%,43%
Octavia,Hell or High Water,New Boots,3,38%,407,32%,44%
Octavia,Hell or High Water,Fire and Maneuver,3,43%,80,30%,57%
Octavia,Hell or High Water,Priority Requisition,3,40%,110,29%,52%
Octavia,Hell or High Water,Vantage Point,3,38%,179,29%,47%
Octavia,Hell or High Water,Tactical Fire,3,43%,66,28%,58%
Octavia,Hell or High Water,Vicious Circle,3,35%,96,23%,47%
Octavia,Hell or High Water,Determined Defense,2,47%,544,41%,52%
